t,x_world,y_world,yaw_deg_carla,vx,vy,yaw_rate,ax,ay,steer,throttle,brake,Fz_FL,Fz_FR,Fz_RL,Fz_RR
8.08,-59.42532730102539,-24.609317779541016,-174.2595977783203,9.316314446379826,0.2373729060085486,0.42447441312462286,-0.11531137770877288,3.928845963981908,0.12278521884117112,0.3051056660860523,0.0,2691.4942106649787,4230.2770480792915,2449.0830158302047,3682.9040836501213
8.1,-59.61128234863281,-24.621932983398438,-174.7454833984375,9.316069304686062,0.23663652025895746,0.42362889768335776,-0.11309542122417286,3.916681241934315,0.12231608975997532,0.30517920859418146,0.0,2693.641713586045,4227.643914331649,2451.239559720907,3681.2274354255815
8.12,-59.797332763671875,-24.63298797607422,-175.23036193847656,9.315864815307187,0.23578157171346106,0.4226363576419917,-0.11057382467458586,3.902582870526611,0.12177193654488729,0.305240555407844,0.0,2696.135915468093,4224.597809647316,2453.7342730236946,3679.2798409526554
8.14,-59.98346710205078,-24.642486572265625,-175.71397399902344,9.315706496568094,0.2347901441298298,0.42147596045968594,-0.10769604448231836,3.886217295449057,0.12114267349425323,0.30528805102957185,0.0,2699.0369364750272,4221.067633455275,2456.6253179169207,3677.0142474934974
8.16,-60.1696662902832,-24.650442123413086,-176.19613647460938,9.31560049751463,0.2336422580300436,0.4201241383303493,-0.10441982728682218,3.867286319256591,0.12041607573268737,0.3053198507456109,0.0,2702.3987748255595,4216.990233207159,2459.9643101563765,3674.3883374164084
8.18,-60.355926513671875,-24.6568546295166,-176.67665100097656,9.3155537657402,0.23231484439190897,0.4185536750080876,-0.10069286974027003,3.8454157318941458,0.11957414453439279,0.3053338702779401,0.0,2706.2893086055165,4212.28638714195,2463.8159763466374,3671.3488902799636
8.2,-60.54222869873047,-24.66173553466797,-177.1551971435547,9.31557466770304,0.2307780672808384,0.41673064278944966,-0.09643006805515413,3.820015932008149,-0.31730722525734856,0.3053275996890882,0.0,2710.815325227267,4206.830804544412,2468.282707995768,3667.8122135807225
8.22,-60.728572845458984,-24.66651153564453,-177.57188415527344,9.308434338238232,0.09576147067710893,0.3123994171279125,-1.5555306600670296,-3.491733829052522,-0.5,0.30746969852853034,0.0,4299.956111498883,2933.126467609067,3458.2188537706493,2362.272648920962
8.24,-60.9145393371582,-24.672636032104492,-177.8708953857422,9.282897632645517,-0.01901319051018225,0.21430367865293246,-2.490465845359726,-3.190300400235813,-0.5,0.31513071020634503,0.0,4342.734467831148,3094.0252157885357,3308.726815545936,2307.4914590737344
8.26,-61.09955596923828,-24.680028915405273,-178.06532287597656,9.232851381522382,-0.11524624177841081,0.1253326954794062,-2.4910340140566967,-3.2998849934413244,-0.5,0.3301445855432854,0.0,4363.610392093178,3073.8741658944937,3324.230665265671,2290.099214665124
8.28,-61.28353500366211,-24.68870735168457,-178.1593475341797,9.183060232591483,-0.19796109591113914,0.039490956408395464,-2.473505080235469,-3.4588001389366543,-0.5,0.34508193022255507,0.0,4392.272285525592,3040.995771927703,3350.4352441100864,2266.9597917006668
8.3,-61.46649169921875,-24.69874382019043,-178.15740966796875,9.133901651147365,-0.2687694165683858,-0.042151077018601005,-2.4544439891824523,-3.6489160316473437,-0.5,0.35982950465579044,0.0,4426.946233958735,3001.733896309662,3381.8053748286666,2239.04697802778
8.32,-61.64842224121094,-24.710214614868164,-178.06448364257812,9.085563286482422,-0.3291799384308497,-0.11921428628606849,-2.439353475586909,-3.8627502384398635,-0.5,0.37433101405527336,0.0,4466.748343664861,2958.159391158473,3416.5650206850814,2206.953900112386
8.34,-61.82933044433594,-24.72319984436035,-177.8861541748047,9.038129225385521,-0.3805943920193653,-0.1911561989990122,-2.424691100013227,-4.089912731669144,-0.5,0.3885612323843436,0.0,4509.345867465137,2911.951389954547,3453.433397331435,2172.6165646693635
8.36,-62.00921630859375,-24.7377872467041,-177.62841796875,8.991693650692094,-0.42427279528174855,-0.25780069685116813,-2.408408785174556,-4.322230634093823,-0.5,0.40249190479237185,0.0,4552.878278765471,2864.52155621285,3491.323990353997,2137.5721524525625
8.38,-62.18806838989258,-24.754072189331055,-177.2971954345703,8.946343687285069,-0.46131607844887873,-0.3195493688121828,-2.3924287325665614,-4.556291717149224,-0.5,0.41609689381447945,0.0,4596.730609065673,2816.7283421562583,3529.5251562325307,2102.2904326048433
8.4,-62.36589050292969,-24.772132873535156,-176.8978271484375,8.902038047904323,-0.49268928628330405,-0.3767445898763227,-2.379222422794967,-4.789732225572611,-0.5,0.42938858562870297,0.0,4640.837761049502,2769.342601818859,3567.348229731535,2066.7530192586737
8.42,-62.54266357421875,-24.792064666748047,-176.43544006347656,8.858739593676498,-0.5192284766914341,-0.42952989350969667,-2.3670163536793876,-5.018401644844467,-0.5,0.4423781218970506,0.0,4684.164615270007,2722.9723213491907,3604.347455711988,2031.8316260244108
8.44,-62.71837615966797,-24.813941955566406,-175.91505432128906,8.816410659004655,-0.5416560960941026,-0.47804951418435865,-2.3553540570830145,-5.238961898210938,-0.5,0.4550768022986036,0.0,4725.9981102690645,2678.227321749047,3640.043518830627,1998.1076461978569
8.46,-62.89300537109375,-24.837848663330078,-175.34141540527344,8.775008446336832,-0.5605948297653327,-0.5224776486442498,-2.344002079408785,-5.4488981557436675,-0.5,0.4674974660989504,0.0,4765.811161157861,2635.581822408212,3674.0607946765676,1966.0083173992043
8.48,-63.066532135009766,-24.863855361938477,-174.7190704345703,8.734486167726363,-0.5765795842751018,-0.5630201239198974,-2.332836539789693,-5.646494028358458,-0.5,0.4796541496820911,0.0,4803.246087549077,2595.3652408015887,3706.137293926365,1935.8225765289403
8.5,-63.23892593383789,-24.892030715942383,-174.0524444580078,8.694794816686867,-0.5900688031416313,-0.5999065355787365,-2.321786785725091,-5.830727968088973,-0.5,0.49156155499393983,0.0,4838.088445361578,2557.7757137936887,3736.1150937956904,1907.7233149049848
8.52,-63.410160064697266,-24.922433853149414,-173.3455047607422,8.655884887661173,-0.601455037552716,-0.6333805373957049,-2.3108103434112954,-6.001147026982068,-0.5,0.503234533701648,0.0,4870.239558443487,2522.9019172711623,3763.923421174154,1881.7899813239083
8.54,-63.580204010009766,-24.955116271972656,-172.60202026367188,8.617707760399142,-0.611074580697527,-0.6636910672081023,-2.2998817682604202,-6.157741445553654,-0.5,0.5146876718802573,0.0,4899.690640117993,2490.746444413532,3789.5601698989103,1858.0295941764762
8.56,-63.749027252197266,-24.990131378173828,-171.82557678222656,8.580216709187045,-0.619216008844794,-0.6910853122617827,-2.2889868800271636,-6.300830058728132,-0.5,0.5259349872438864,0.0,4926.499576227041,2461.2477420621726,3813.074448907665,1836.39549427013
8.58,-63.916595458984375,-25.02751350402832,-171.01918029785156,8.543367586017377,-0.6261275590942453,-0.7158034893384309,-2.2781192044614045,-6.430961211482877,-0.5,0.536989724194787,0.0,4950.770962616795,2434.299288101268,3834.5512897611784,1816.803435355299
8.6,-64.08287048339844,-25.067296981811523,-170.1859893798828,8.507119245560167,-0.6320233628397391,-0.7380752484794911,-2.2672775015043407,-6.548831058488889,-0.5,0.5478642263319499,0.0,4972.6396593669,2409.7654928733327,3854.0989541351364,1799.1448281165228
8.62,-64.24781036376953,-25.109514236450195,-169.3284912109375,8.471433774619543,-0.637088622458217,-0.7581174192810787,-2.2564639605319257,-6.655219183946454,-0.5,0.5585698676141371,0.0,4992.257818185858,2387.4942736919884,3871.8388922435424,1783.2971826894302
